;key;source;famer_brand_list;famer_model_list;famer_product_name;digital zoom;optical zoom;weight;sensor type;dimensions;optical sensor resolution in megapixel;other resolution;weight without battery;weight;weight_with_battery;weight_without_battery
15897;5f3ba61e3fd5b671b220056b;www.price-hunt.com;sony;a77v;sonyslta77v;;;653 g (Without Battery\, Memory Card or Accessories);HD CMOS;142.6 (w) x 104.0 (h) x 80.9 (d) mm;24.3 Megapixels;Still Image (3\:2)\: 4240 x 2832 (12 m)\, 3008 x 2000 (6 m)\, Still Image (16\:9)\: 6000 x 3376 (20 m)\, 4240 x 2400 (10 m)\, 3008 x 1688 (5.1 m)\, Sweep Panorama (Wide)\: 12416 x 1856 (Horizontal\, 23 m)\, 2160 x 5536 (Vertical\, 12 m)\, Sweep Panorama (Standard)\: 8192 x 1856 (Horizontal\, 15 m)\, 2160 x 3872 (Vertical\, 8.4 m)\, 3d Sweep Panorama (Wide)\: 7152 x 1080 (7.7 m)\, 3d Sweep Panorama (Standard)\: 4912 x 1080 (5.3 m)\, 1920 x 1080 (16\:9\, 2.1 m);;653 g (Without Battery\, Memory Card or Accessories);;653
15898;5f3ba61e3fd5b671b2200570;www.price-hunt.com;panasonic;dc3;panasonichxdc3;120x;5x;162 g (Without Battery and SD Card)\, 180 g (with Battery and SD Card);Mos;86.2 (w) x 120.8 (h) x 38.1 (d) mm;14.3 Megapixels;Still Image\: 16\:9 Aspect Ratio 3744 x 2106 (7.8 m)\, 2560 x 1440 (3.5 m)\, 1920 x 1080 (2 m). 4\:3 Aspect Ratio 4608 x 3456 (16 m)\, 4352 x 3264 (14 m)\, 3072 x 2304 (7 m)\, 2048 x 1536 (3 m)\, 640 x 480 (0.3 m)\, 360Â° Panorama Horizontal (14400 x 720)\, 180Â° Panorama Horizontal (7200 x 720)\, 360Â° Panorama Vertical (1280 x 14400)\, 180Â° Panorama Vertical (1280 x 7200)\, Recording and Playback Mode\: 1080 / 60i (17 Mbps / Vbr)\, (1920 x 1080) / 1080 / 30p (15 Mbps / Vbr)\, (1920 x 1080) / 720 / 60p (15 Mbps / Vbr)\, (1280 x 720) / 720 / 30p (9 Mbps / Vbr)\, (1280 x 720) / 480 / 30p (3 Mbps / Vbr)\, (640 x 480) / 540 / 30p (24 Mbps / Vbr)\, (960 x 540);;162 g (Without Battery and SD Card)\, 180 g (with Battery and SD Card);180;162
15899;5f3ba61e3fd5b671b2200572;www.price-hunt.com;rollei;sportsline99;rolleisportsline99;;4x;140 g (Without Battery and Memory Card);;) x 22.2 (d) mm\, 98.9 (w) x 61.5 (h;14 Megapixels;4320 x 2880 (3\:2)\, 3264 x 2448 (8 m)\, 1920 x 1080 (16\:9)\, 2592 x 1944 (5 m)\, 640 x 480 (Vga)\, 2048 x 1536 (3 m);;140 g (Without Battery and Memory Card);;140
15900;5f3ba61e3fd5b671b2200578;www.price-hunt.com;nikon;d3200;nikond3200;;;505 g (with Battery and Memory Card but Without Cap)\, 455 g (with Camera Body Only);CMOS;125 (w) x 96 (h) x 76.5 (d) mm;24.2 Megapixels;640 x 424\, 1920 x 1080\, 3008 x 2000 (s)\, 1280 x 720\, 4512 x 3000 (m);;505 g (with Battery and Memory Card but Without Cap)\, 455 g (with Camera Body Only);505;
15901;5f3ba61e3fd5b671b220057b;www.price-hunt.com;ricoh;hz15;ricohhz15;6x;15x;203 g;CCD;108.5 (w) x 60 (h\, ) x 31 (d) mm;16 Megapixels;;181.0;203 g;203;
15902;5f3ba61e3fd5b671b220058f;www.price-hunt.com;nikon;s6000;nikons6000;2x;7x;156 g;;97.0 (w) x 55.5 (h) x 25.0 (d) mm;14.2 Megapixels;;;156 g;156;
15903;5f3ba61e3fd5b671b2200590;www.price-hunt.com;pentax;k30;pentaxk30;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);CMOS;129.54 (w) x 96.52 (h) x 71.12 (d) mm;16.3 Megapixels;;;589.67 g (Without Battery and Removable Memory)\, 649.20 g (Loaded and Ready);;590
15904;5f3ba61e3fd5b671b22005a4;www.price-hunt.com;sony;pj340e;sonyhdrpj340e;350x;30x;215 g;CMOS;;9.2 Megapixels;;;215 g;215;
15905;5f3ba61e3fd5b671b22005a6;www.price-hunt.com;sony;6000l;sonyilce6000l;4x;;344 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;) x 45.1 (d) mm\, 120 (w) x 66.9 (h;24.3 Megapixels;;285.0;344 g (with Battery and Memory Stick pro Duo);344;
15906;5f3ba61e3fd5b671b22005aa;www.price-hunt.com;sony;pj230e;sonyhdrpj230e;320x;27x;210 g (Without Tape and Battery);Exr CMOS;58 (w) x 57 (h) x 117 (d) mm;8.9 Megapixels;;;210 g (Without Tape and Battery);;210
15907;5f3ba61e3fd5b671b22005ce;www.price-hunt.com;drift;hd ghost\,hdghost;drifthdghost;10x;;167 g;CMOS;) x 33 (d) mm\, 52 (w) x 105 (h;11 Megapixels;;;167 g;167;
15908;5f3ba61e3fd5b671b22005f9;www.price-hunt.com;fujifilm;7s;fujifilminstaxmini7s;;;320 g (Without Batteries\, Strap\, Film Pack);;119.5 (w) x 121.5 (h) x 70.5 (d) mm;;;;320 g (Without Batteries\, Strap\, Film Pack);;320
15909;5f3ba61e3fd5b671b22005fb;www.price-hunt.com;fujifilm;jv100;fujifilmfinepixjv100;6.3x;3x;126 g (Including Batteries);CCD;93 (w) x 55 (h\, ) x 21 (d) mm;12.2 Megapixels;;;126 g (Including Batteries);126;
15910;5f3ba61e3fd5b671b2200606;www.price-hunt.com;panasonic;fz70k;panasoniclumixdmcfz70k;5x;60x;606 g (with Battery and Memory Card);Mos;130.2 (w) x 97 (h\, ) x 118.2 (d);16.1 Megapixels;1280 x 720 at 30 fps (HD\: 10 Mbps\, MP4)\, 60i (Fsh\: 17 Mbps\, Avchd)\, 1280 x 720 at 60 fps (sh\: 17 Mbps\, Avchd)\, (Sensor Output 30 Fps)\, std Video\: 640 x 480 at 30 fps (Vga\: 4 Mbps\, MP4)\, (Sensor Output is 30 Fps)\, HD Video\: 1920 x 1080\, (Sensor Output is 30 Fps)\, 1920 x 1080 at 30p (Fhd\: 20 Mbps\, MP4)\, (Sensor Output is 30 Fps)\, (Sensor Output is 30 Fps);562.0;606 g (with Battery and Memory Card);606;
15911;5f3ba61e3fd5b671b2200607;www.price-hunt.com;canon;a3500;canonpowershota3500;4x;5x;135 g (with Batteries and Memory Card);CCD;) x 19.8 (d) mm\, 97.7 (w) x 56.0 (h;16 Megapixels;1600 x 1200 (M2)\, 1.5 Fps)\, Resize in Playback (m2\, s\, 320 x 240)\, 4608 x 2592 (w)\, 640 x 480 (s)\, 3\, 30 fps Miniature Effect HD (5\, 2.5\, 1.25 Fps) or l (6\, 25 Fps\, 640 x 480 (l)\, Image Size\: 3264 x 2448 (M1)\, Movies\: 1280 x 720 (HD);;135 g (with Batteries and Memory Card);135;
15912;5f3ba61e3fd5b671b2200620;www.price-hunt.com;sony;7k;sonynex7k;10x\, 1.1x;;350 g (with Battery and Memory Stick pro Duo);Exmor aps HD CMOS;119.9 (w) x 66.9 (h) x 42.6 (d) mm;24.3 Megapixels;Recording (Movie)\: (Image Size (Avchd)\: 1920 x 1080 (50 Fps\, 28 Mbps\, ps\, 50i\, 24 Mbps\, fx\, 50i\, 17 Mbps\, fh\, 25 Fps\, 24 Mbps\, fx\, 25 Fps\, 17 Mbps\, Fh)\, Image Size (MP4)\: 1440 x 1080 (25 Fps\, 12...\nRead More\nRecording (Movie)\: (Image Size (Avchd)\: 1920 x 1080 (50 Fps\, 28 Mbps\, ps\, 50i\, 24 Mbps\, fx\, 50i\, 17 Mbps\, fh\, 25 Fps\, 24 Mbps\, fx\, 25 Fps\, 17 Mbps\, Fh)\, Image Size (MP4)\: 1440 x 1080 (25 Fps\, 12 Mbps)\, Image Size (Vga)\: 640 x 480 (25 Fps\, 3 Mbps))\nRead Less;291.0;350 g (with Battery and Memory Stick pro Duo);350;
15913;5f3ba61e3fd5b671b2200631;www.price-hunt.com;olympus;vg165;olympusstylusvg165;4x;5x;122 g (with Battery and SD Meomry Card);CCD;95.4 (w) x 58.2 (h\, ) x 21.0 (d) mm;14 Megapixels;15 Fps)\, Movie Recording Size\: vga (30 Fps\, 15 Fps) / QVGA (30 Fps\, Image Size\: 640 x 480;;122 g (with Battery and SD Meomry Card);122;
15914;5f3ba61e3fd5b671b2200637;www.price-hunt.com;ricoh;gr;ricohgr;;;245 g;CMOS;) x 34.7 (d) mm\, 117 (w) x 61 (h;16.2 Megapixels;;215.0;245 g;245;
15915;5f3ba61e3fd5b671b220063f;www.price-hunt.com;kodak;z981;kodakeasysharez981;5x;26x;519 g (Without Batteries and Memory Card);CCD;) x 104.14 (d) mm\, 124.46 (w) x 83.82 (h;14 Megapixels;;;519 g (Without Batteries and Memory Card);;519
15916;5f3ba61e3fd5b671b2200642;www.price-hunt.com;canon;600d;canoneos600d;;;;;;18 Megapixels;;;;;
15917;5f3ba61e3fd5b671b220064b;www.price-hunt.com;nikon;p330;nikonperformancep330;2x;5x;200 g;CMOS;;12.2 Megapixels;;;200 g;200;
15918;5f3ba61e3fd5b671b2200659;www.price-hunt.com;nikon;p7000;nikoncoolpixp7000;4x;7.1x;360 g;CCD;114.2 (w) x 77.0 (h) x 44.8 (d) mm;10.1 Megapixels;;;360 g;360;
15919;5f3ba61e3fd5b671b220066e;www.price-hunt.com;canon;s200;canonpowershots200;5x;;181 g (with Battery and Memory Card)\, 160 g (Body Only);;) x 26.3 (d) mm\, 99.8 (w) x 59 (h;10.1 Megapixels;;;181 g (with Battery and Memory Card)\, 160 g (Body Only);181;160
15920;5f3ba61e3fd5b671b220067a;www.price-hunt.com;fujifilm;t200;fujifilmfinepixt200;6.7x;10x;151 g (with Accessories\, Battery and Memory Card)\, 134 g (Without Accessories\, Battery and Memory Card);CCD;) x 28.1 (d) mm\, 97 (w) x 56.5 (h;14 Megapixels;4\:3 Aspect Ratio (3072 x 2304\, 2048 x 1536)\, 16\:9 Aspect Ratio (4288 x 2416\, 3072 x 1728\, 1920 x 1080)\, 3\:2 Aspect Ratio (4288 x 2864);;151 g (with Accessories\, Battery and Memory Card)\, 134 g (Without Accessories\, Battery and Memory Card);151;134
15921;5f3ba61e3fd5b671b2200689;www.price-hunt.com;kodak;az521;kodakastrozoomaz521;4x;52x;;CMOS;121.3 (w) x 85.8 (h\, ) x 97.5 (d) mm;16.38 Megapixels;;503.0;;;
15922;5f3ba61e3fd5b671b2200696;www.price-hunt.com;panasonic;fp5;panasoniclumixdmcfp5;4x;4x;141 g;CCD;) x 18.2 (d) mm\, 101.0 (w) x 58.9 (h;14.1 Megapixels;;;141 g;141;
17637;5f3ba61e3fd5b671b2200564;www.price-hunt.com;nikon;s80;nikons80;4x;5x;133 g;CCD;98.8 (w) x 62.6 (h\, ) x 16.5 (d) mm;14.1 Megapixels;;;133 g;133;
17638;5f3ba61e3fd5b671b2200571;www.price-hunt.com;panasonic;s5;panasoniclumixdmcs5;4x;4x;112 g (with Battery and SD Memory Card)\, 95 g (Without Battery and SD Memory Card);CCD;97.9 (w) x 56.6 (h\, ) x 20.6 (d) mm;16.1 Megapixels;3456 x 3456 (12 m)\, 640 x 480(0.3 m)\, 2048 x 1536 (3 m)\, 2560 x 1920 (5 m)\, 3648 x 2736 (10 m)\, 4608 x 3456 (16 m)\, 4608 x 2592 (12 m);;112 g (with Battery and SD Memory Card)\, 95 g (Without Battery and SD Memory Card);112;95
17639;5f3ba61e3fd5b671b2200587;www.price-hunt.com;sony;7r;sonyilce7r;2x;;465 g (with Battery and Memory Stick pro Duo);Exmor CMOS;126.9 (w) x 94.4 (h) x 48.2 (d) mm;36.4 Megapixels;;407.0;465 g (with Battery and Memory Stick pro Duo);465;
17640;5f3ba61e3fd5b671b220058a;www.price-hunt.com;samsung;pl210;samsungpl210;Play Mode \: 1.0x - 13.5x (Depends on Image Size)\, Still Image Mode \: 1.0x - 5.0x (Optical x Digital \: 50.0x);10x;148 g;CCD;) x 19.7 (d) mm\, 100.4 (w) x 58.5 (h;14.2 Megapixels;;;148 g;148;
17641;5f3ba61e3fd5b671b2200598;www.price-hunt.com;sony;h300;sonycybershotdsch300;;35x;590 g (with Battery and Memory Stick)\, 495 g (Body Only);Super had CCD;127.5 (w) x 89.0 (h) x 91.7 (d) mm;20.1 Megapixels;3648 x 2736 (10 m)\, 5152 x 2896 (15 m)\, 1920 x 1080 (2 m)\, Sweep Panorama Standard\: 4912 x 1080 / 3424 x 1920\, Sweep Panorama Wide\: 7152 x 1080 / 4912 x 1920\, 2592 x 1944 (5 m)\, Sweep Panorama 360\: 11520 x 1080;;590 g (with Battery and Memory Stick)\, 495 g (Body Only);590;495
17642;5f3ba61e3fd5b671b22005a7;www.price-hunt.com;canon;5d;canoneos5d;;;860 g (Camera Body Only)\, 950 g (with Cipa Guidelines);CMOS;152 (w) x 116.4 (h) x 76.4 (d) mm;22.30 Megapixels;M-Raw\: 3960 x 2640 (10.50 m)\, 2880 x 1920 (5.50 m)\, 1920 x 1280 (2.50 m)\, s-Raw\: 2880 x 1920 (5.50 m)\, Raw\: 5760 x 3840 (22.10 m)\, 720 x 480 (3.5 m)\, Still Image\: 3840 x 2560 (9.80 m);;860 g (Camera Body Only)\, 950 g (with Cipa Guidelines);950;860
17643;5f3ba61e3fd5b671b22005b5;www.price-hunt.com;olympus;vh520;olympusstylusvh520;2x;10x;148 g (with Battery and Memory Card);CMOS;101.8 (w) x 56.8 (h\, ) x 25.3 (d) mm;14 Megapixels;640 x 480 (Vga)\, 3264 x 2448 (8 m)\, 2048 x 1536 (3 m);;148 g (with Battery and Memory Card);148;
17644;5f3ba61e3fd5b671b22005c4;www.price-hunt.com;panasonic;fh4;panasoniclumixdmcfh4;4x;4x;96 g (Without Battery and SD Memory Card)\, 113 g (with Battery and SD Memory Card);CCD;) x 20.8 (d) mm\, 97.6 (w) x 56.2 (h;14.1 Megapixels;640 x 480 (0.3 m)\, 3648 x 2736 (10 m)\, 3232 x 3232 (10.5 m)\, 4320 x 2432 (10.5 m)\, 4320 x 2880 (12.5 m)\, 2048 x 1536 (3 m)\, 2560 x 1920 (5 m);;96 g (Without Battery and SD Memory Card)\, 113 g (with Battery and SD Memory Card);113;96
17645;5f3ba61e3fd5b671b22005d7;www.price-hunt.com;nikon;l27;nikoncoolpixl27;4x;5x;161 g (with Battery and SD Memory Card);CCD;96.4 (w) x 59.2 (h\, ) x 28.9 (d) mm;16.1 Megapixels;Vga 640 x 480\, 16\:9 Aspect Ratio\: 4608 x 2592\, Image Size\: 3264 x 2448 (8 m)\, QVGA\: 320 x 240 / 4\:3 / 30 Fps\, Vga\: 640 x 480 / 4\:3 / 30 Fps\, 1600 x 1200 (2 m)\, Movie\: HD 720p (Default Setting)\: 1280 x 720 / 16\:9 / 30 Fps\, 2272 x 1704 (4 m);;161 g (with Battery and SD Memory Card);161;
17646;5f3ba61e3fd5b671b22005e4;www.price-hunt.com;panasonic;f5;panasonicdigitaldmcf5;;5x;;;;14.1 Megapixels;;;;;
17647;5f3ba61e3fd5b671b22005f2;www.price-hunt.com;canon;sx60;canonpowershotsx60;;65x;650 g (Including the Battery and Memory Card);;;16.1 Megapixels;;;650 g (Including the Battery and Memory Card);650;
17648;5f3ba61e3fd5b671b22005f3;www.price-hunt.com;canon;ixus500;canondigitalixus500;4x;12x;135 g (Camera Body Only)\, 155 g (with Battery and Memory Card);CMOS;87.1 (w) x 53.9 (h) x 19.2 (d) mm;10.1 Megapixels;Still Image\: 16\:9 (3648 x 2048\, 2816 x 1584\, 1920 x 1080\, 640 x 360)\, 4\:3 (3648 x 2736\, 2816 x 2112\, 1600 x 1200\, 640 x 480)\, 1\:1 (2736 x 2736\, 2112 x 2112\, 1200 x 1200\, 480 x 480)\, 3\:2 (3648 x 2432\, 2816 x 1880\, 1600 x 1064\, 640 x 424);;135 g (Camera Body Only)\, 155 g (with Battery and Memory Card);155;135
17649;5f3ba61e3fd5b671b22005fe;www.price-hunt.com;canon;60d;canoneos60d;1.5x - 10x;;675 g (Body Only)\, 755 g (Cipa Guidelines);CMOS;144.5 (w) x 105.8 (h) x 78.6 (d) mm;18 Megapixels;3456 x 2304 (8 m\, Medium)\, 2592 x 1728 (4.5 m\, Small 1)\, 1920 x 1280 (2.5 m\, Small 2)\, 720 x 480 (350\,000 Pixels\, Small 3)\, 5184 x 3456 (17.9 m\, Raw)\, 3888 x 2592 (10.1 m\, m-Raw)\, 2592 x 1728 (4.5 m\, s-Raw);;675 g (Body Only)\, 755 g (Cipa Guidelines);755;675
17650;5f3ba61e3fd5b671b220061d;www.price-hunt.com;sony;w510;sonycybershotdscw510;8x;4x;117;CCD;;12.1 mp;;;117;117;
17651;5f3ba61e3fd5b671b2200625;www.price-hunt.com;tvc;fhd18;tvcicamfhd18;8x;;;CMOS;;18 Megapixels;;;;;
17652;5f3ba61e3fd5b671b2200628;www.price-hunt.com;kodak;fz151;kodakpixprofz151;6x;15x;180 g;CCD;;16 Megapixels;;;180 g;180;
17653;5f3ba61e3fd5b671b2200629;www.price-hunt.com;sony;a58k;sonyalphaslta58k;;;492 g (Body Only)\, 573 g (with Battery and Memory Card);HD CMOS;128.6 (w) x 95.5 (h) x 77.7 (d) mm;20.1 Megapixels;Image Size\: 3\:2 Aspect Ratio 3872 x 2576 (10 m)\, 2736 x 1824 (5 m)\, 16\:9 Aspect Ratio\: 5456 x 3064 (17 m)\, 3872 x 2176 (8.4 m)\, 2736 x 1536 (4.2 m)\, Sweep Panorama (Wide) Horizontal (23 m)\: 12416 x...\nRead More\nImage Size\: 3\:2 Aspect Ratio 3872 x 2576 (10 m)\, 2736 x 1824 (5 m)\, 16\:9 Aspect Ratio\: 5456 x 3064 (17 m)\, 3872 x 2176 (8.4 m)\, 2736 x 1536 (4.2 m)\, Sweep Panorama (Wide) Horizontal (23 m)\: 12416 x 1856\, Vertical (12 m)\: 5536 x 2160\, Sweep Panorama (Standard) Horizontal (15 m)\: 8192 x 1856\, Vertical (8.4 m)\: 3872 x 2160\nRead Less;;492 g (Body Only)\, 573 g (with Battery and Memory Card);573;492
17654;5f3ba61e3fd5b671b220062f;www.price-hunt.com;nikon;d4;nikond4;;;1180 g (Without Body Cap)\, 1340 g (with Battery and SD Memory Card);CMOS;160 (w) x 156.5 (h) x 90.5 (d) mm;16.2 Megapixels;5\:4 Format (30 x 24)\, 4096 2720 (l)\, 1600 1064 (s)\, 1\:2 Format (30 x 20)\, 2464 1640 (s)\, 3072 2456 (m)\, 2400 1592 (m)\, 3072 2040 (m)\, 2048 1360 (s)\, 2048 1640 (s)\, fx-Format\: 3696 2456 (m)\, dx-Format 3200 2128 (l)\, 4096 3280 (l);;1180 g (Without Body Cap)\, 1340 g (with Battery and SD Memory Card);1340;1180
17655;5f3ba61e3fd5b671b2200638;www.price-hunt.com;wespro;dv138;wesprodv138;4x;;95 g;;) x 41 (d) mm\, 95 (w) x 57 (h;;;;95 g;95;
17656;5f3ba61e3fd5b671b2200656;www.price-hunt.com;samsung;es90;samsunges90;1 - 3x;5x;120 g (Without Battery and Memory Card);CCD;) x 20.2 (d) mm\, 96.9 (w) x 58.0 (h;14.2 Megapixels;2592 x 1944 (5 m)\, 2048 x 1536 (3 m)\, 3984 x 2656 (10 Mp)\, 1024 x 768 (1 m)\, 3264 x 2448 (8 m)\, 3968 x 2232 (9 Mw)\, 4000 x 3000 (12 m);;120 g (Without Battery and Memory Card);;120
17657;5f3ba61e3fd5b671b2200668;www.price-hunt.com;nikon;s5100;nikons5100;2x;5x;115 g;CCD;97.1 (w) x 56.9 (h) x 21.6 (d) mm;14.2 Megapixels;;;115 g;115;
17658;5f3ba61e3fd5b671b2200677;www.price-hunt.com;canon;70d;canoneos70d;;;675 g (Body Only)\, 755 g (Cipa Guidelines);CMOS;139 (w) x 104.3 (h) x 78.5 (d) mm;20.20 Megapixels;3648 x 2432 (8.90 m)\, 2736 x 1824 (5.0 m)\, 1920 x 1280 (2.5 m)\, 720 x 480 (Raw)\, 5472 x 3648 (m-Raw)\, 2736 x 1824 (s-Raw);;675 g (Body Only)\, 755 g (Cipa Guidelines);755;675
17659;5f3ba61e3fd5b671b2200691;www.price-hunt.com;nikon;s9600;nikoncoolpixs9600;4x;22x;206 g;CMOS;) x 31.6 (d) mm\, 108.6 (w) x 61 (h;16 Megapixels;HS 240/8x\: 320 x 240 (4\:3)\, HS 480/4x\: 640 x 480 (4\:3)\, Movie (1080/30 fps (Default Setting)\, 640 x 480 (4\:3) at 480/25 Fps\, HS 1080/0.5x\: 1920 x 1080 (16\:9)\, 1080/60i\: 1920 x 1080 (16\:9)\, HS 720/2x\: 1280 x 720 (16\:9)\, 1080/25 fps (Default Setting)\: 1920 x 1080 (16\:9\, Iframe\: 1280 x 720 (16\:9) at 720/30 Fps\, 1280 x 720 (16\:9) at 720/30 Fps\, )\, 1080/50i\: 1920 x 1080 (16\:9)\, 640 x 480 (4\:3) at 480/30 Fps\, )\: 1920 x 1080 (16\:9)\, 1280 x 720 (16\:9) at 720/25 Fps\, )\, Iframe\: 1280 x 720 (16\:9) at 720/25 fps;;206 g;206;
17660;5f3ba61e3fd5b671b2200698;www.price-hunt.com;wespro;newlink;wespronewlinkcamcorder;4x;;184 g (Without Battery);CMOS;;;Digital Still Camera\: 3264 x 2448 (8 Mp)\, 2592 x 1944 (5 Mp)\, 2048 x 1536 (3 Mp)\, 1280 x 1024 (1.3 Mp)\, Digital Camcorder\: 720 x 480 (d1\, 30 Fps)\, 320 x 240 (Vga);;184 g (Without Battery);;184
19400;5f3ba61e3fd5b671b220055b;www.price-hunt.com;panasonic;v750;panasonichcv750;60x / 1500x (the Maximum Value of Zoom Magnification);20x;353 g (Without Battery and SD Card);Bsi mos;65 (w) x 73 (h) x 139 (d) mm;6.03 Megapixels;;;353 g (Without Battery and SD Card);;353
19401;5f3ba61e3fd5b671b2200569;www.price-hunt.com;nikon;a;nikoncoolpixa;;;299 g (with Battery and Memory Card);CMOS;111.0 (w) x 64.3 (h) x 40.3 (d) mm;16.2 Megapixels;1080 / 25p\: 1920 x 1080 / 25 Fps\, 1080 / 25p\: 1920 x 1080 / 25 Fps\, 1080 / 24p\: 1920 x 1080 / 24 Fps\, 720 / 30p\: 1280 x 720 / 30 Fps\, 720 / 30p\: 1280 x 720 / 30 Fps\, 720 / 25p\: 1280 x 720 / 25 Fps\, 720 / 25p\: 1280 x 720 / 25 Fps\, 1080 / 30p\: 1920 x 1080 / 30 Fps\, 1080 / 24p\: 1920 x 1080 / 24 Fps\, Image Size\: 3696 x 2448 (m)\, 720 / 24p\: 1280 x 720 / 24 Fps\, 2464 x 1632 (s)\, Movie\: 1080 / 30p\: 1920 x 1080 / 30 Fps\, 720 / 24p\: 1280 x 720 / 24 fps;;299 g (with Battery and Memory Card);299;
19402;5f3ba61e3fd5b671b2200582;www.price-hunt.com;drift;hd ghost\,hdghost;drifthdghost;10x;;167 g;CMOS;52 (w) x 105 (h) x 33 (d) mm;11 Megapixels;;;167 g;167;
19403;5f3ba61e3fd5b671b2200585;www.price-hunt.com;fujifilm;jv200;fujifilmfinepixjv200;6.7x;3x;125 g (with Battery and Memory Card)\, 108 g (Without Battery and Memory Card);CCD;94.0 (w) x 56.2 (h\, ) x 20.9 (d) mm;14 Megapixels;;;125 g (with Battery and Memory Card)\, 108 g (Without Battery and Memory Card);125;108
19404;5f3ba61e3fd5b671b2200594;www.price-hunt.com;nikon;s6700;nikoncoolpixs6700;4x;10x;137 g (with Battery and SD Memory Card);CCD;95.3 (w) x 58.2 (h\, ) x 21.4 (d) mm;20.1 Megapixels;)\, )\, )\, )\, )\, )\, (480/25 Fps\: 640 x 480 (4\:3)\, (240/30 Fps\: 320 x 240 (4\:3)\, Movie (720/30 Fps\: 1280 x 720 (16\:9)\, (480/30 Fps\: 640 x 480 (4\:3)\, (240/25 Fps\: 320 x 240 (4\:3)\, (720/25 Fps\: 1280 x 720 (16\:9);;137 g (with Battery and SD Memory Card);137;
19405;5f3ba61e3fd5b671b2200597;www.price-hunt.com;casio;h5;casioexilimexh5;4x;10x;174 g;CCD;104 (w) x 59 (h) x 29 (d) mm;12.1 Megapixels;;;174 g;174;
19406;5f3ba61e3fd5b671b22005cb;www.price-hunt.com;panasonic;fh5;panasonicdmcfh5;4x;4x;104 g;CCD;94.3 (w) x 53.5 (h\, ) x 18.8 (d) mm;16.1 Megapixels;;;104 g;104;
19407;5f3ba61e3fd5b671b22005d3;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
19408;5f3ba61e3fd5b671b22005dd;www.price-hunt.com;sony;a58k;sonyslta58k;;;573 g (with Battery and Memory Card)\, 492 g (Body Only);HD CMOS;128.6 (w) x 95.5 (h) x 77.7 (d) mm;20.1 Megapixels;16\:9 Aspect Ratio\: 5456 x 3064 (17 m)\, Sweep Panorama (Wide) Horizontal (23 m)\: 12416 x 1856\, Image Size\: 3\:2 Aspect Ratio 3872 x 2576 (10 m)\, 2736 x 1824 (5 m)\, Vertical (8.4 m)\: 3872 x 2160\, 3872 x 2176 (8.4 m)\, Sweep Panorama (Standard) Horizontal (15 m)\: 8192 x 1856\, Vertical (12 m)\: 5536 x 2160\, 2736 x 1536 (4.2 m);;573 g (with Battery and Memory Card)\, 492 g (Body Only);573;
19409;5f3ba61e3fd5b671b22005df;www.price-hunt.com;sony;rx100;sonydscrx100;14x;3.6x;281 g (with Battery and Memory Stick)\, 254 g (Body Only);Exr CMOS;101.6 (w) x 58.1 (h) x 38.3 (d) mm;20.2 Megapixels;2720 x 1528 (4.2 m)\, 4896 x 3672 (18 m)\, 640 x 480 (Vga)\, 2640 x 1760 (4.6 m)\, Sweep Panorama Standard (8192 x 1856 / 3872 x 2160)\, 3648 x 2736 (10 m\, 4\:3)\, Sweep Panorama Wide (12416 x 1856 / 5536 x 2160)\, 1920 x 1920 (3.7 m)\, 5472 3080 (17 m)\, 2544 x 2544 (6.5 m)\, 3648 x 3648 (13 m)\, 2592 x 1944 (5 m)\, 3648 x 2056 (7.5 m)\, 3648 x 3648 (10 m\, 3\:2);;281 g (with Battery and Memory Stick)\, 254 g (Body Only);281;
19410;5f3ba61e3fd5b671b22005e3;www.price-hunt.com;sony;a77v;sonyalphaa77v;;;653 g (Without Battery\, Memory Card or Accessories);Exmor aps HD CMOS;142.6 (w) x 104.0 (h) x 80.9 (d) mm;24.3 Megapixels;Still Image (3\:2)\: 4240 x 2832 (12 m)\, 3008 x 2000 (6 m)\, Still Image (16\:9)\: 6000 x 3376 (20 m)\, 4240 x 2400 (10 m)\, 3008 x 1688 (5.1 m)\, Sweep Panorama (Wide)\: 12416 x 1856 (Horizontal\, 23 m)\, 2160 x 5536 (Vertical\, 12 m)\, Sweep Panorama (Standard)\: 8192 x 1856 (Horizontal\, 15 m)\, 2160 x 3872 (Vertical\, 8.4 m)\, 3d Sweep Panorama (Wide)\: 7152 x 1080 (7.7 m)\, 3d Sweep Panorama (Standard)\: 4912 x 1080 (5.3 m)\, 1920 x 1080 (16\:9\, 2.1 m);;653 g (Without Battery\, Memory Card or Accessories);;653
19411;5f3ba61e3fd5b671b22005f4;www.price-hunt.com;sony;pj240e;sonyhdrpj240e;320x;27x;210 g;CMOS;;9.2 Megapixels;;;210 g;210;
19412;5f3ba61e3fd5b671b2200609;www.price-hunt.com;yourdeal;sj4000;yourdealsj4000;4x;;100;CMOS;;12 mp;;;100;100;
