key,row_key,key,source,famer_brand_list,famer_model_list,famer_model_no_list,famer_keys,famer_product_name,famer_weight,famer_optical_zoom,famer_digital_zoom,famer_height,famer_width,famer_megapixels,famer_sensor,famer_mpn_list,famer_ean_list,model_no_list
5f3ba61f3fd5b671b2200968,449,5f3ba61f3fd5b671b2200968,www.buzzillions.com,olympus,550wp,550,oly550,olympusstylus550wpolystylus550wp,,33.0,55.1,,,10.0,,"166987 black\,olystylus550wp\,""226710""\,""226760""",olystylus550wp,/
5f3ba61f3fd5b671b2200992,450,5f3ba61f3fd5b671b2200992,www.buzzillions.com,panasonic,dmcgh2,2,pan2,panasoniclumixdmcgh2,,10.0,4.0,,,16.0,,,,/
5f3ba61f3fd5b671b2200994,451,5f3ba61f3fd5b671b2200994,www.buzzillions.com,canon,a495,495,can495,canonpowershota495a495a495canpsa495,,3.33,4.0,,,10.0,,"174994 blue\,canpsa495",canpsa495,/
5f3ba61f3fd5b671b220099d,452,5f3ba61f3fd5b671b220099d,www.buzzillions.com,nikon,s3300,3300,nik3300,nikoncoolpixs33000182082631582203123241232512331123312234612358124301243112620126211263012631126681266912677026851,,181866.0,4.0,,,16.0,"[""CCD""\,""CMOS""]","""182155""\,""211170""\,""211178""\,""211179""\,""211180""\,""211186""\,""211187""\,""211188""\,""211189""\,""211191""\,""211192""\,""211193""\,""211194""\,""211195""\,""238935""\,""238936""\,""238951""\,""250793""\,""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""\,""22021""\,""26601""\,""26611""\,""98201""\,""cps3300slvtru""","""018208263158""\,""22031""\,""23241""\,""23251""\,""23311""\,""23312""\,""23461""\,""23581""\,""24301""\,""24311""\,""26201""\,""26211""\,""26301""\,""26311""\,""26681""\,""26691""\,""26770""\,""26851""",/
5f3ba61f3fd5b671b22009b1,453,5f3ba61f3fd5b671b22009b1,www.buzzillions.com,canon,sx200,200,can200,canonpowershotsx2003510b0013511b001canpssx200is,,1212.0,44.0,,,12.1,,"""154837""\,""160417 red""\,""160416 blue""\,""3510b001""\,""canpssx200isblack""\,""3511b001""","""3510b001""\,""canpssx200isblack""\,""3511b001""",/
5f3ba61f3fd5b671b22009c1,454,5f3ba61f3fd5b671b22009c1,www.buzzillions.com,canon,sd1100,1100,can1100,canonpowershotsd1100canpssd1100is,,3.0,4.0,,,8.0,,"73406 silver\,canpssd1100is",canpssd1100is,/
5f3ba61f3fd5b671b22009c2,455,5f3ba61f3fd5b671b22009c2,www.buzzillions.com,sony,nex5n,5,son5,sonyalphanex5n,,,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009c5,456,5f3ba61f3fd5b671b22009c5,www.buzzillions.com,sony,"hx5v\,dschx5v",5,son5,sonycybershotdigitalcamerahx5vhx5vdschx5v,,1010.0,,,,10.2,,,,/
5f3ba61f3fd5b671b22009c9,457,5f3ba61f3fd5b671b22009c9,www.buzzillions.com,nikon,s100,100,nik100,nikoncoolpixs100,,5.0,4.0,,,10.0,CMOS,,,/
5f3ba61f3fd5b671b22009dd,458,5f3ba61f3fd5b671b22009dd,www.buzzillions.com,nikon,s100,100,nik100,nikoncoolpixs100,,5.0,4.0,,,10.0,CMOS,,,/
5f3ba61f3fd5b671b22009e4,459,5f3ba61f3fd5b671b22009e4,www.buzzillions.com,canon,a3100,3100,can3100,canonpowershota3100canpsa3100is,,44.0,44.0,,,,,"174998 blue\,canpsa3100is",canpsa3100is,/
5f3ba61f3fd5b671b22009eb,460,5f3ba61f3fd5b671b22009eb,www.buzzillions.com,canon,70d,70,can70,canoneos70d,,,,,,20.0,CMOS,,,/
5f3ba61f3fd5b671b22009f0,461,5f3ba61f3fd5b671b22009f0,www.buzzillions.com,nikon,d5100,5100,nik5100,nikond5100,,3.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b22009fe,462,5f3ba61f3fd5b671b22009fe,www.buzzillions.com,nikon,nikkor2191,2191,nik2191,nikonnikkor2191nikkor2191,,5.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200a11,463,5f3ba61f3fd5b671b2200a11,www.buzzillions.com,panasonic,dmcgx1,1,pan1,panasoniclumixdmcgx1,,,4.0,,,16.0,,,,/
5f3ba61f3fd5b671b2200a15,464,5f3ba61f3fd5b671b2200a15,www.buzzillions.com,nikon,s80,80,nik80,nikoncoolpixs80,,55.0,44.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200a18,465,5f3ba61f3fd5b671b2200a18,www.buzzillions.com,fujifilm,jx250,250,fuj250,fujifilmfinepixjx250jx250jx250,,5.0,6.76,,,14.0,,,,/
5f3ba61f3fd5b671b2200a1b,466,5f3ba61f3fd5b671b2200a1b,www.buzzillions.com,sony,dslra560,560,son560,sonyalphadslra560,,3.0,,,,14.0,CMOS,,,/
5f3ba61f3fd5b671b2200a26,467,5f3ba61f3fd5b671b2200a26,www.buzzillions.com,panasonic,dmcsz7,7,pan7,panasoniclumixdmcsz7,,10.0,,,,14.0,,,,/
5f3ba61f3fd5b671b2200a34,468,5f3ba61f3fd5b671b2200a34,www.buzzillions.com,vivitar,f128,128,viv128,vivitarvivicamf128,,,,,,,,"""vf128-sil-tru""\,""vf128-rh-tru""\,""vf128-pnk-tru""\,""vf128-blue-tru""\,""840141""",,/
5f3ba61f3fd5b671b2200a40,469,5f3ba61f3fd5b671b2200a40,www.buzzillions.com,canon,"a3000\,a3000is",3000,can3000,canonpowershota3000a3000a3000isxxcanpsa3000is,,4.0,4.0,,,10.0,,"""180144""\,""174996""\,""a3000""\,""xxcanpsa3000is""","""a3000""\,""xxcanpsa3000is""",/
5f3ba61f3fd5b671b2200a43,470,5f3ba61f3fd5b671b2200a43,www.buzzillions.com,kodak,c195,195,kod195,kodakc195,,5.0,,,,14.0,,,,/
5f3ba61f3fd5b671b2200a4c,471,5f3ba61f3fd5b671b2200a4c,www.buzzillions.com,kodak,m893,893,kod893,kodakm893m893is,,3.0,5.0,,,8.1,,"""147330 pink""\,""144881 silver 8.1 megapixels""\,m893is",m893is,/
5f3ba61f3fd5b671b2200a53,472,5f3ba61f3fd5b671b2200a53,www.buzzillions.com,fujifilm,jv200,200,fuj200,fujifilmfinepixjv20016113550,,3.0,,,,14.0,,"215125\,16113550",16113550,/
5f3ba61f3fd5b671b2200a57,473,5f3ba61f3fd5b671b2200a57,www.buzzillions.com,olympus,emp1,1,oly1,olympusemp1,,3.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200a67,474,5f3ba61f3fd5b671b2200a67,www.buzzillions.com,canon,"sd870\,zs10",870,can870,canonpowershotsd870canpssd870isblksd870zs10,,,44.0,,,8.0,,"62514\,canpssd870isblk",canpssd870isblk,/
5f3ba61f3fd5b671b2200a75,475,5f3ba61f3fd5b671b2200a75,www.buzzillions.com,canon,a495,495,can495,canonpowershota495a495a495canpsa495,,3.33,4.0,,,10.0,,"174994 blue\,canpsa495",canpsa495,/
5f3ba61f3fd5b671b2200a7a,476,5f3ba61f3fd5b671b2200a7a,www.buzzillions.com,canon,sd940,940,can940,canonpowershotsd9403640b001sd940sd940,,44.0,44.0,,,,,"180129\,3640b001",3640b001,/
5f3ba61f3fd5b671b2200a8a,477,5f3ba61f3fd5b671b2200a8a,www.buzzillions.com,sony,dsct110,110,son110,sonycybershotdsct110fox2005819dd,,4.0,,,,16.0,,"77340\,fox2005819dd",fox2005819dd,/
5f3ba61f3fd5b671b2200a8b,478,5f3ba61f3fd5b671b2200a8b,www.buzzillions.com,nikon,d5200,5200,nik5200,nikond5200018208132867018208263776d5200d5200,,6.0,4.0,,,2416.0,CMOS,"""286853""\,""280886""\,""018208263776""\,""018208132867""","""018208263776""\,""018208132867""",/
5f3ba61f3fd5b671b2200a92,479,5f3ba61f3fd5b671b2200a92,www.buzzillions.com,olympus,ep2,2,oly2,olympusep2,,3.0,,,,12.3,,,,/
5f3ba61f3fd5b671b2200a94,480,5f3ba61f3fd5b671b2200a94,www.buzzillions.com,canon,sd890,890,can890,canonpowershotsd890sd890sd890,,555.0,44.0,,,10.0,,,,/
5f3ba61f3fd5b671b2200a9e,481,5f3ba61f3fd5b671b2200a9e,www.buzzillions.com,nikon,l28,28,nik28,nikoncoolpixl28018208263950,,20.0,,,,20.0,CCD,"280884\,018208263950\,cpl28redtru",018208263950,/
5f3ba61f3fd5b671b2200aba,482,5f3ba61f3fd5b671b2200aba,www.buzzillions.com,kodak,m380,380,kod380,kodakm380,,5.0,,,,10.2,,,,/
5f3ba61f3fd5b671b2200ac1,483,5f3ba61f3fd5b671b2200ac1,www.buzzillions.com,nikon,p300,300,nik300,nikoncoolpixp300p300p300,,4.0,,,,12.1,,,,/
5f3ba61f3fd5b671b2200acc,484,5f3ba61f3fd5b671b2200acc,www.buzzillions.com,canon,elph530,530,can530,canonpowershotelph530elph530,,1212.0,4.0,,,10.0,CMOS,,,/
5f3ba61f3fd5b671b2200ad7,485,5f3ba61f3fd5b671b2200ad7,www.buzzillions.com,canon,a1000,1000,can1000,canonpowershota1000a1000a1000canpsa1000is,,4.0,44.0,,,10.0,,"147889 blue\,canpsa1000is",canpsa1000is,/
5f3ba61f3fd5b671b2200ae7,486,5f3ba61f3fd5b671b2200ae7,www.buzzillions.com,kodak,v1003,1003,kod1003,kodakeasysharev10038666661v10003,,3.0,4.0,,,,,"""56604 gray""\,""106540 black""\,""8666661""\,""v10003""","""8666661""\,""v10003""",/
5f3ba61f3fd5b671b2200aec,487,5f3ba61f3fd5b671b2200aec,www.buzzillions.com,fujifilm,f50fd,50,fuj50,fujifilmfinepixf50fd16009307f50fdf50fd,,3.0,88.2,,,12.0,,"""107226 black""\,""180096""\,""16009307""\,""f50fd""","""16009307""\,""f50fd""",/
5f3ba61f3fd5b671b2200aef,488,5f3ba61f3fd5b671b2200aef,www.buzzillions.com,casio,"exfc150\,fc150",150,cas150,casioexfc150exfc150fc150,,5.0,4.0,,,10.0,,,,/
5f3ba61f3fd5b671b2200afd,489,5f3ba61f3fd5b671b2200afd,www.buzzillions.com,nikon,d3100,3100,nik3100,nikond310025472d3100d3100nknd3100,,3.0,,,,14.0,,"""215637 black""\,""200334 black""\,""nknd3100""\,""25472""","""nknd3100""\,""25472""",/
5f3ba61f3fd5b671b2200b1c,490,5f3ba61f3fd5b671b2200b1c,www.buzzillions.com,pentax,k5,5,pen5,pentaxk5px14748,,,,,,16.0,,"244941 black\,px14748",px14748,/
5f3ba61f3fd5b671b2200b37,491,5f3ba61f3fd5b671b2200b37,www.buzzillions.com,l,boxes10,10,l10,lxwxhstaplescorrugatedshippingboxes1026262boxes10,,55.0,4.0,,,14.0,,"215642 silver\,26262",26262,/
5f3ba61f3fd5b671b2200b39,492,5f3ba61f3fd5b671b2200b39,www.buzzillions.com,olympus,vr320,320,oly320,olympusvr320228125,,12.0,,,,14.0,,"211975 black\,228125\,""228135""\,""228140""\,""228130""",228125,/
5f3ba61f3fd5b671b2200b3a,493,5f3ba61f3fd5b671b2200b3a,www.buzzillions.com,canon,a3400,3400,can3400,canonpowershota3400013803146516,,5.0,4.0,,,16.0,CCD,"250530\,013803146516",013803146516,/
5f3ba61e3fd5b671b2200804,494,5f3ba61e3fd5b671b2200804,www.buzzillions.com,sony,slta99v,99,son99,sonyslta99v,,,,,,24.0,CMOS,,,/
5f3ba61e3fd5b671b220080b,495,5f3ba61e3fd5b671b220080b,www.buzzillions.com,nikon,j2,2,nik2,nikon1j2,,3.0,,,,10.0,CMOS,,,/
5f3ba61e3fd5b671b2200834,496,5f3ba61e3fd5b671b2200834,www.buzzillions.com,kodak,c1505,1505,kod1505,kodakeasysharec1505,,,5.0,,,,,,,/
5f3ba61e3fd5b671b2200843,497,5f3ba61e3fd5b671b2200843,www.buzzillions.com,fujifilm,j10,10,fuj10,fujifilmfinepixj1015821356bs15822972fpj10fpj50xxfpj10,,53.0,,,,8.2,,"""148792 black""\,""107222 silver""\,""148786 silver""\,""107223 silver""\,""15822972""\,""fpj50""\,""15821356bs""\,""fpj10""\,""xxfpj10""\,15821277","""15822972""\,""fpj50""\,""15821356bs""\,""fpj10""\,""xxfpj10""",/
5f3ba61e3fd5b671b220084b,498,5f3ba61e3fd5b671b220084b,www.buzzillions.com,nikon,s1000pj,1000,nik1000,nikoncoolpixs1000pjnkns1000pj,,55.0,44.0,,,12.1,,"165329\,nkns1000pj",nkns1000pj,/
5f3ba61e3fd5b671b2200881,499,5f3ba61e3fd5b671b2200881,www.buzzillions.com,nikon,v1,1,nik1,nikon1v1,,,,,,10.0,CMOS,,,/
5f3ba61e3fd5b671b2200885,500,5f3ba61e3fd5b671b2200885,www.buzzillions.com,olympus,stylus7010,7010,oly7010,olympusstylus7010stylus7010,,7.0,5.0,,,12.0,,,,/
5f3ba61e3fd5b671b2200886,501,5f3ba61e3fd5b671b2200886,www.buzzillions.com,samsung,smart,,sam,samsungsmartdigital887276009179,,,,,,16.0,,"280895\,887276009179",887276009179,/
5f3ba61e3fd5b671b2200891,502,5f3ba61e3fd5b671b2200891,www.buzzillions.com,panasonic,"dmcfp8k\,dmczx1efk",8,pan8,panasoniclumixdmcfp8kdmcfp3prdmcfp3rdmcfp8kdmczx1efk,,,44.0,,,1412.1,,"""192062""\,""192847""\,""dmcfp3pr""\,""dmcfp3r""","""dmcfp3pr""\,""dmcfp3r""",/
5f3ba61e3fd5b671b2200898,503,5f3ba61e3fd5b671b2200898,www.buzzillions.com,fisherprice,j8209,8209,fis8209,fisherpricekidtoughj8209j8209,,,,,,,,"105429\,j8209\,w1458",j8209,/
5f3ba61e3fd5b671b220089a,504,5f3ba61e3fd5b671b220089a,www.buzzillions.com,leica,m9,9,lei9,leicam9,,,,,,18.0,,,,/
5f3ba61e3fd5b671b220089b,505,5f3ba61e3fd5b671b220089b,www.buzzillions.com,pentax,k50,50,pen50,pentaxk50,,,,,,16.0,,,,/
5f3ba61e3fd5b671b22008a6,506,5f3ba61e3fd5b671b22008a6,www.buzzillions.com,canon,a2200,2200,can2200,canonpowershota2200013803132519canpsa2200,,44.0,44.0,,,14.0,,"""208317 black""\,""215219 silver""\,""canpsa2200""\,""013803132519""\,psa2200redtru","""canpsa2200""\,""013803132519""",/
5f3ba61e3fd5b671b22008a7,507,5f3ba61e3fd5b671b22008a7,www.buzzillions.com,samsung,tl110,110,sam110,samsungtl110tl110tl110,,5.0,5.0,,,14.0,,,,/
5f3ba61e3fd5b671b22008d0,508,5f3ba61e3fd5b671b22008d0,www.buzzillions.com,nikon,j3,3,nik3,nikon1j3,,3.0,,,,14.0,CMOS,,,/
5f3ba61e3fd5b671b22008d2,509,5f3ba61e3fd5b671b22008d2,www.buzzillions.com,kodak,c123,123,kod123,kodakc123,,,54.0,,,12.0,,"""c123red""\,""c123blue""",,/
5f3ba61e3fd5b671b22008e0,510,5f3ba61e3fd5b671b22008e0,www.buzzillions.com,nikon,l820,820,nik820,nikoncoolpixl820018208264025,,30.0,,,,16.0,CMOS,"280887\,018208264025",018208264025,/
5f3ba61e3fd5b671b22008e5,511,5f3ba61e3fd5b671b22008e5,www.buzzillions.com,canon,a1200,1200,can1200,canona1200a1200a1200canpsa1200,,4.0,4.0,,,12.0,CCD,"208315 black\,canpsa1200",canpsa1200,/
5f3ba61e3fd5b671b22008fe,512,5f3ba61e3fd5b671b22008fe,www.buzzillions.com,olympus,fe46,46,oly46,olympusfe46,,5.0,4.0,,,12.0,,,,/
5f3ba61e3fd5b671b220092a,513,5f3ba61e3fd5b671b220092a,www.buzzillions.com,sony,dsct110,110,son110,sonycybershotdsct110fox2005819dd,,4.0,,,,16.0,,"77340\,fox2005819dd",fox2005819dd,/
5f3ba61e3fd5b671b2200937,514,5f3ba61e3fd5b671b2200937,www.buzzillions.com,canon,sd1000,1000,can1000,canonsd1000canpssd1000sil,,3.0,44.0,,,7.0,,"62252 silver\,canpssd1000sil",canpssd1000sil,/
5f3ba61f3fd5b671b2200963,515,5f3ba61f3fd5b671b2200963,www.buzzillions.com,canon,a810,810,can810,canonpowershota810,,5.0,,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200966,516,5f3ba61f3fd5b671b2200966,www.buzzillions.com,panasonic,dmcfp5,5,pan5,panasoniclumixdmcfp5dmcfp5dmcfp5,,4.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200975,517,5f3ba61f3fd5b671b2200975,www.buzzillions.com,nikon,s80,80,nik80,nikoncoolpixs80,,55.0,44.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200977,518,5f3ba61f3fd5b671b2200977,www.buzzillions.com,samsung,sh100,100,sam100,samsungsh100,,55.0,5.0,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200993,519,5f3ba61f3fd5b671b2200993,www.buzzillions.com,samsung,es80,80,sam80,samsunges80,,5.0,3.0,,,12.1,CCD,,,/
5f3ba61f3fd5b671b2200996,520,5f3ba61f3fd5b671b2200996,www.buzzillions.com,panasonic,"dmcfs7s\,dmcfs7k",7,pan7,panasonicdmcfs7sdmcfs7sdmcfs7k,,54.0,4.0,,,12.1,,,,/
5f3ba61f3fd5b671b22009a8,521,5f3ba61f3fd5b671b22009a8,www.buzzillions.com,olympus,fe340,340,oly340,olympusfe340226425bbps226530bbprsolyfe340olystylus1030sw,,,54455.0,2.4,3.7,,,"""148898 black""\,""148899 black""\,""73408 black""\,""73412 black""\,""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""\,226540","""226425bbps""\,""226530bbprs""\,""olyfe340""\,""olystylus1030sw""",/
5f3ba61f3fd5b671b22009a9,522,5f3ba61f3fd5b671b22009a9,www.buzzillions.com,casio,exh5,5,cas5,casioexilimexh5exh5exh5,,10.0,4.0,,,,,,,/
5f3ba61f3fd5b671b22009ab,523,5f3ba61f3fd5b671b22009ab,www.buzzillions.com,sony,dscw690,690,son690,sonycybershotdscw690027242844209027242844223027242844230,,10.0,,,,16.0,CCD,"""250805""\,""250806""\,""250807""\,""027242844230""\,""027242844223""\,""027242844209""","""027242844230""\,""027242844223""\,""027242844209""",/
5f3ba61f3fd5b671b22009ac,524,5f3ba61f3fd5b671b22009ac,www.buzzillions.com,olympus,epl2,2,oly2,olympuspenepl2,,3.0,,,,12.3,,,,/
5f3ba61f3fd5b671b22009af,525,5f3ba61f3fd5b671b22009af,www.buzzillions.com,olympus,xz2,2,oly2,olympusxz2,,4.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b22009b5,526,5f3ba61f3fd5b671b22009b5,www.buzzillions.com,samsung,pl200,200,sam200,samsungpl200pl200pl200,,7.0,,,,14.0,,,,/
5f3ba61f3fd5b671b22009cd,527,5f3ba61f3fd5b671b22009cd,www.buzzillions.com,canon,a2200,2200,can2200,canonpowershota2200013803132519canpsa2200,,44.0,44.0,,,14.0,,"""208317 black""\,""215219 silver""\,""013803132519""\,""canpsa2200""\,psa2200redtru","""013803132519""\,""canpsa2200""",/
5f3ba61f3fd5b671b22009d0,528,5f3ba61f3fd5b671b22009d0,www.buzzillions.com,samsung,tl240,240,sam240,samsungtl240,,7.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b22009d8,529,5f3ba61f3fd5b671b22009d8,www.buzzillions.com,samsung,sl102,102,sam102,samsungsl102,,3.0,53.0,,,,,,,/
5f3ba61f3fd5b671b22009da,530,5f3ba61f3fd5b671b22009da,www.buzzillions.com,kodak,c1505,1505,kod1505,kodakeasysharec1505,,,5.0,,,,,,,/
5f3ba61f3fd5b671b22009e1,531,5f3ba61f3fd5b671b22009e1,www.buzzillions.com,canon,sl1,1,can1,canoneosrebelsl1013803222654,,3.0,,,,18.0,CMOS,"327224\,013803222654",013803222654,/
5f3ba61f3fd5b671b22009e8,532,5f3ba61f3fd5b671b22009e8,www.buzzillions.com,canon,elph100,100,can100,canonpowershotelph100013803132007575302bndlcanps100hscanps100hskitelph100,,44.0,44.0,,,12.1,,"""208309 blue""\,""208310 blue""\,""215218 silver""\,""218094""\,""013803132007""\,""575302bndl""\,""canps100hs""\,""canps100hskit""\,pse100hsblutru","""013803132007""\,""575302bndl""\,""canps100hs""\,""canps100hskit""",/
5f3ba61f3fd5b671b22009ed,533,5f3ba61f3fd5b671b22009ed,www.buzzillions.com,canon,elph320,320,can320,canonpowershotelph320elph320,,,,,,16.0,,"""pse320slv""\,""pse320blu""",,/
5f3ba61f3fd5b671b22009f5,534,5f3ba61f3fd5b671b22009f5,www.buzzillions.com,pentax,k7,7,pen7,pentaxk717831k7k7,,3.0,,,,14.6,,"168949\,17831",17831,/
5f3ba61f3fd5b671b22009fb,535,5f3ba61f3fd5b671b22009fb,www.buzzillions.com,panasonic,dmczs3,3,pan3,panasoniclumixdmczs3pandmczs7,,1212.0,44.0,,,,,"177076 black\,pandmczs7",pandmczs7,/
5f3ba61f3fd5b671b2200a0a,536,5f3ba61f3fd5b671b2200a0a,www.buzzillions.com,kodak,m590,590,kod590,kodakeasysharem590,,5.0,,,,14.0,,,,/
5f3ba61f3fd5b671b2200a0e,537,5f3ba61f3fd5b671b2200a0e,www.buzzillions.com,fujifilm,model15781764,15781764,fuj15781764,fujifilmdigitalcameramodel1578176415989158model15781764,,,622.0182,,,,,"""148788 black""\,""180098""\,""15781764""\,""15989158""","""15781764""\,""15989158""",/
5f3ba61f3fd5b671b2200a10,538,5f3ba61f3fd5b671b2200a10,www.buzzillions.com,bare,nkns70,70,bar70,bareescentualstowelnkns70nkns70,,7205.0,44.0,,,12.1,,"165331 champagne\,nkns70",nkns70,/
5f3ba61f3fd5b671b2200a28,539,5f3ba61f3fd5b671b2200a28,www.buzzillions.com,panasonic,dmcfh5,5,pan5,panasoniclumixdmcfh5,,4.0,4.0,,,16.0,,,,/
5f3ba61f3fd5b671b2200a33,540,5f3ba61f3fd5b671b2200a33,www.buzzillions.com,sony,dsch70,70,son70,sonycybershotdsch70dsch70b,,10.0,,,,16.0,,"211956 black\,dsch70b",dsch70b,/
5f3ba61f3fd5b671b2200a45,541,5f3ba61f3fd5b671b2200a45,www.buzzillions.com,canon,sd780,780,can780,canonpowershotsd7803591b001canpssd780is,,33.0,44.0,,,12.1,,"""160413""\,""166991 black""\,""3591b001""\,""canpssd780is""","""3591b001""\,""canpssd780is""",/
5f3ba61f3fd5b671b2200a49,542,5f3ba61f3fd5b671b2200a49,www.buzzillions.com,canon,a470,470,can470,canonpowershota470canpsa470,,3.4,4.0,,,7.0,,"73403 blue\,canpsa470\,2503b001",canpsa470,/
5f3ba61f3fd5b671b2200a50,543,5f3ba61f3fd5b671b2200a50,www.buzzillions.com,canon,50d,50,can50,canoneos50d,,,,,,15.0,,,,/
5f3ba61f3fd5b671b2200a51,544,5f3ba61f3fd5b671b2200a51,www.buzzillions.com,vivitar,x327,327,viv327,vivitarvivicamx327,,3.0,8.0,,,,,,,/
5f3ba61f3fd5b671b2200a7c,545,5f3ba61f3fd5b671b2200a7c,www.buzzillions.com,nikon,l620,620,nik620,nikoncoolpixl620018208264254,,,,,,18.0,,"327225\,018208264254",018208264254,/
5f3ba61f3fd5b671b2200a84,546,5f3ba61f3fd5b671b2200a84,www.buzzillions.com,pentax,with18,18,pen18,pentaxkrdigitalslrcamerawith18with18,,3.0,,,,12.4,,,,/
5f3ba61f3fd5b671b2200a89,547,5f3ba61f3fd5b671b2200a89,www.buzzillions.com,casio,"exz550be\,exz550",550,cas550,casiowidelcdexz550beexz550beexz550,,4.0,4.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200a8c,548,5f3ba61f3fd5b671b2200a8c,www.buzzillions.com,panasonic,dmcts4,4,pan4,panasoniclumixdmcts4,,4.0,,,,12.1,CCD,,,/
5f3ba61f3fd5b671b2200a96,549,5f3ba61f3fd5b671b2200a96,www.buzzillions.com,olympus,tg2,2,oly2,olympustoughtg2,,4.0,,,,12.0,CMOS,,,/
5f3ba61f3fd5b671b2200aa6,550,5f3ba61f3fd5b671b2200aa6,www.buzzillions.com,leica,x2,2,lei2,leicax2,,,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200ab5,551,5f3ba61f3fd5b671b2200ab5,www.buzzillions.com,samsung,"optical zoom\,opticalzoom\,wb850f",850,sam850,samsungopticalzoomzoomwb850f,,1621.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200ac8,552,5f3ba61f3fd5b671b2200ac8,www.buzzillions.com,panasonic,dmczs15,15,pan15,panasoniclumixdmczs15885170071193,,16.0,,,,12.1,CMOS,"250797\,885170071193",885170071193,/
5f3ba61f3fd5b671b2200ace,553,5f3ba61f3fd5b671b2200ace,www.buzzillions.com,pentax,k200d,200,pen200,pentaxk200d19541,,,,,,10.2,,"153391\,19541",19541,/
5f3ba61f3fd5b671b2200acf,554,5f3ba61f3fd5b671b2200acf,www.buzzillions.com,nikon,s1200pj,1200,nik1200,nikoncoolpixs1200pj,,5.0,,,,14.0,CCD,,,/
5f3ba61f3fd5b671b2200ad0,555,5f3ba61f3fd5b671b2200ad0,www.buzzillions.com,pentax,k01,01,pen01,pentaxk01ptx15274372423,,4.0,,,,16.0,CMOS,"256142 black\,ptx15274372423",ptx15274372423,/
5f3ba61f3fd5b671b2200adf,556,5f3ba61f3fd5b671b2200adf,www.buzzillions.com,samsung,wb210,210,sam210,samsungwb210wb210wb210,,1212.0,5.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200ae9,557,5f3ba61f3fd5b671b2200ae9,www.buzzillions.com,samsung,pl170,170,sam170,samsungpl170pl170pl170,,5.0,5.0,,,16.0,CCD,,,/
5f3ba61f3fd5b671b2200af0,558,5f3ba61f3fd5b671b2200af0,www.buzzillions.com,nikon,s220,220,nik220,nikoncoolpixs220nkns220,,333.0,4.0,,,,,"154840 black\,nkns220",nkns220,/
5f3ba61f3fd5b671b2200af1,559,5f3ba61f3fd5b671b2200af1,www.buzzillions.com,nikon,s31,31,nik31,nikoncoolpixs31018208264056,,3.0,,,,10.0,CCD,"280888\,018208264056",018208264056,/
5f3ba61f3fd5b671b2200af2,560,5f3ba61f3fd5b671b2200af2,www.buzzillions.com,sony,dsctx55,55,son55,sonydsctx55,,5.0,,,,16.0,CMOS,,,/
5f3ba61f3fd5b671b2200af3,561,5f3ba61f3fd5b671b2200af3,www.buzzillions.com,digital,"disney\,how to\,howto",,dig,digitalbluedisneydisneyhowto,,,,,,,,"""ds24022""\,""ds10045""",,/
5f3ba61f3fd5b671b2200af9,562,5f3ba61f3fd5b671b2200af9,www.buzzillions.com,fujifilm,jz500,500,fuj500,fujifilmfinepixjz500,,10.0,66.4,,,14.0,,,,/
5f3ba61f3fd5b671b2200afa,563,5f3ba61f3fd5b671b2200afa,www.buzzillions.com,pentax,rs1000,1000,pen1000,pentaxoptiors1000,,4.0,6.0,,,14.0,,,,/
5f3ba61f3fd5b671b2200b10,564,5f3ba61f3fd5b671b2200b10,www.buzzillions.com,pentax,k500,500,pen500,pentaxk500,,,,,,16.0,,,,/
5f3ba61f3fd5b671b2200b18,565,5f3ba61f3fd5b671b2200b18,www.buzzillions.com,canon,sd960,960,can960,canonpowershotsd9603578b001sd960sd960,,44.0,44.0,,,12.1,,"""166992 blue""\,""160414 blue""\,3578b001",3578b001,/
5f3ba61f3fd5b671b2200b2b,566,5f3ba61f3fd5b671b2200b2b,www.buzzillions.com,olympus,hd,,oly,olympushddigital,,40.0,,,,14.0,CMOS,,,/
5f3ba61f3fd5b671b2200b3c,567,5f3ba61f3fd5b671b2200b3c,www.buzzillions.com,pentax,rz10,10,pen10,pentaxoptiorz10,,10.0,6.0,,,14.0,,,,/
