key,source,props_number,props_artist,props_year,props_album,props_length,props_language,props_title,props_recId
58c007cf9184900a77a26159,1,018,Hugo Pena & Gabriel,2011,Nosso Amor Já Era,00:00,,Amanhã Vazio (Nosso Amor Já Era),9275
58c007cf9184900a77a2615a,4,16,Donald & Lillian Stokes with Kevin Colver,null,The Stokes Field Guide to Bird Songs: Western Region (unknown),0m 58sec,unknown,016-Red-naped Sapsucker / Red-breasted Sapsucker,105
58c007cf9184900a77a2615b,2,5,,14,One Nosie,202,English,Satellites & Sirens - Magnetic,106
58c007cf9184900a77a2615c,2,14,,03,With a Million Tear-Stained Memories,329,English,Black Tape for a Blue Girl - We Watched Our Sad-Eyed Angel Fall,107
58c007cf9184900a77a2615d,5,7,VLE,2001,Book of Illusions: Chapter I & II,256026,Eng lish,Stark,1246
58c007cf9184900a77a2615e,4,7,Sly Blue,null,Edge of the World (2012),4m 28sec,Eng.,007-When You're Smiling at Me,108
58c007cf9184900a77a2615f,5,2,Luna Negra,2009,Soundproof Demo,286000,English,Echo Elephant,109
58c007cf9184900a77a26160,4,3,Ludwig van Beethoven,null,The Early Sonatas (1996),2m 17sec,Eng.,"003SonataforpianoNo.1inFminor,Op2No.1:III.Menuetto:Allegretto",1659
58c007cf9184900a77a26161,3,6,Grant Green,'02,,6.283,English,Count Every Star - Jazz Chillout,5439
58c007cf9184900a77a26162,5,6,Paris Hilton,2006,Stars Are Blind,null,English,Stars Are Blind (The Scumfrog's extreme makeover),110
58c007cf9184900a77a26163,3,5,Jerry Williams,'07,,4.25,Eglish,When the Summer Is Gone - I Can Jive - Det Bästa Med Jerry Williams,111
58c007cf9184900a77a26164,4,12,Ja Rule feat. Ashanti,null,Hip Hop - The Collection: The Classics (unknown),4m 5sec,Eng.,012-Always on Time,112
58c007cf9184900a77a26165,5,13,Dirty South,,"10q"""" Dubplate Sessions",231706,Englzish,Patio Smasher,113
58c007cf9184900a77a26166,3,4,Julee Cruise,,,5.818,English,Rockin' Back Inside My Heart - Floating Into the Night,114
58c007cf9184900a77a26167,2,10,,64,My Man,124,English,Spike Jones New Band - The Gow Worm,6366
58c007cf9184900a77a26168,3,16,Richard Strauss,'98,,1.367,English,"Arabella, Op. 79: Act II. """"Sie sehn nicht aus wie jemand"""" - Arabella (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Lisa della Casa)",115
58c007cf9184900a77a26169,1,010,Strange Advance,,The Distance Between,02:27,,Ultimate Angels (The Distance Between),116
58c007cf9184900a77a2616a,5,11,Jäger 90,2011,"Awake theM achines, Volume 7",210000,English,Ein neuer Tanz,9771
58c007cf9184900a77a2616b,5,2,Dexter Gordon,2003,The Classic Blue Note Recordings,342933,English,Three O'Clock in the Morning,117
58c007cf9184900a77a2616c,4,31,,null,( 2009),1m 31sec,Jap.,031-,118
58c007cf9184900a77a2616d,2,3,,,Planet Black,306,English,Mennen - Power to the Bone,119
58c007cf9184900a77a2616e,3,4,Delirious?,'94,,5.012,English,What Is This Thing Called Love? - Cutting Edge 1 & 2,120
58c007cf9184900a77a2616f,3,3,Everything but the Girl,'12,,3.984,English,I_Always_Was_Your_Girl_-_Idlewild,9612
58c007cf9184900a77a26170,4,1,Michael Andrews,null,Donnie Darko: The Score (2002),1m 35sec,Eng.,001-Carpathian Ridge,9312
58c007cf9184900a77a26171,3,10,Buzzcocks,'99,,3.516,English,Unde rthe Sun - Modern,121
58c007cf9184900a77a26172,2,2,,09,ayward Souls,222,English,Splinterskin - Dancing Dead Men,9276
58c007cf9184900a77a26173,2,11,,08,Poetic Rage,246,English,Fall of Envy - Failure,7328
58c007cf9184900a77a26174,5,4,Art Popular,1999,Pagode pra Valer,397000,Portuguese,Pout-Porri: Inigualável Paixão/Falsa Consideração,122
58c007cf9184900a77a26175,2,2,,96,Re-Loaded,244,English,Neil Biggin - Chile,5448
58c007cf9184900a77a26176,3,8,Spoon,,,,English,The Way We Get By - The O.C. - The Best of Season 1,123
58c007cf9184900a77a26177,5,2,Barefoot,2006,Barefoot,2 18000,English,Pride (A Love) Deeper,6406
58c007cf9184900a77a26178,3,5,Jazzkantine,'96,,5.019,German,Laß mich allein allein - Frisch gepresst & Live,8833
58c007cf9184900a77a26179,4,8,Dany Bedar,null,On A Tous Une Histoire A Conter (unknown),unknown,Fre.,008-Histoire De Famille,124
58c007cf9184900a77a2617a,2,5,,,Cadeau bizarre,134,[Multiple languages],G.Rag y los Hermanos Patchekos - Blechernes G'lächter,125
58c007cf9184900a77a2617b,3,11,Hans Visser,,,2.183,,Ludwika: Prélude Opus 28 No.23 - The Four Elements: Water Sensuality,126
58c007cf9184900a77a2617c,4,18,The Residents,null,Residue deux (1998),2m 56sec,Eng.,018-Daydream Believer,127
58c007cf9184900a77a2617d,4,13,The KLF,null,Give Peace a Dance: A CND Compilation (1991),1m 36sec,Eng.,013-What Time Was Love,2438
58c007cf9184900a77a2617e,2,2,,95,"Between the Sheets, Volume 1",218,English,The O'Jays - Let Me Make Love to You,128
58c007cf9184900a77a2617f,3,4,Sea Lion,'11,,3.533,English,Wicked Horse - Mercy Lnd,9657
58c007cf9184900a77a26180,3,13,Wynardtage,'08,,5.67,English,If There Is No Tomorrow (remixed by CygnosiC) - The Grey Line,129
58c007cf9184900a77a26181,5,3,The Get Set,2002,Down Marriot Lane!,142000,English,Malce It Happen,130
58c007cf9184900a77a26182,5,B2,Skädmä,,Mustat joutsenet,209000,Finnish,Tuuli,131
58c007cf9184900a77a26183,3,12,Dubee & Mike D,'01,,1.517,English,Monkey Mike - Game Plan,8907
58c007cf9184900a77a26184,5,13,Kelpe,2004,Sea Inside Body,245360,English,Sylvania,132
58c007cf9184900a77a26185,3,4,Fury in the Slaughterhouse,'95,,4.05,English,Ghosttow - The Hearing and the Sense of Balance,133
58c007cf9184900a77a26186,1,006,Fat and Frantic,,Sing the Very Best of Wendy Craig,04:40,,I Don't Want to Say Goodbye (Sing the Very Best of Wendy Craig),7145
58c007cf9184900a77a26187,4,2,Davaiciass TMC,null,The Informelle Mitarbeiter Tour 2010/11 Demo (unknown),5m 30sec,unknown,002-Ogunde / Margeritelek,3439
58c007cf9184900a77a26188,5,1,Dan Bárta,,Horem,166000,[Multiple languages],Helb America,134
58c007cf9184900a77a26189,2,10,,94,"Best of Bass, Volume 3",null,English,Mad Props - My Ding-A-Ling,135
58c007cf9184900a77a2618a,5,9,Песняры,2006,Лявоны,,Russian,Из далеких из краев,8649
58c007cf9184900a77a2618b,1,001,Νότης Μαυρουδής,2002,Στην ηχώ του έρωτα,04:04,,Λαβωματιά (Στην ηχώ του έρωτα),136
58c007cf9184900a77a2618c,3,6,Jerry Fielding,,,2.35,English,On the Stairs - The Killer Elite,137
58c007cf9184900a77a2618d,3,16,Dredz T,'12,,2.025,,Quest - T Dredz+,1459
58c007cf9184900a77a2618e,1,001,久石譲,,Kiki's Delivery Service,02:16,,On a Clear Day (Kiki's Delivery Service)),138
58c007cf9184900a77a2618f,3,4,De Kreuners,,,4.343,,Vergeet Het Maar - De Kreuners,139
58c007cf9184900a77a26190,2,3,,,Knochenbett,529,German,Patricia Cornwell - 30 Knochenbett,140
58c007cf9184900a77a26191,4,2,Like a Tim,null,Audio Art (unknown),unknown,E.,002-Abie Stracie,141
58c007cf9184900a77a26192,5,8,Kapanga,2004,¡Esta!,233613,Spanish,Rompecabezas,7588
58c007cf9184900a77a26193,5,3,Udo Jürgens,2001,Mit 66 Jahren: Live 2001,115240,German,Was wichtig ist: Da Capo,8882
58c007cf9184900a77a26194,3,20,江口貴勅,'03,,2.221,Japanese,kanashimi wo koete - D.N.Angel Original Soundtrack I,142
58c007cf9184900a77a26195,3,10,Ivano  Fossati,'06,,3.62,Italian,Sigonella - Ho sognato una strada,1183
58c007cf9184900a77a26196,3,7,Silver Rocket,'08,,3.987,English,If - Tesla,143
58c007cf9184900a77a26197,5,5,Sarah Vaughan,1999,Great Ladies and Gents of Jazz,151866,English,'s Wonderful,185
58c007cf9184900a77a26198,5,4,Rude-Rich-and-the-High-Notes,,Soul Stomp,189906,unk.,On the Bank,144
58c007cf9184900a77a26199,1,010,Mélissa M & Amine,2008,Raï'n'b Fever 3,00:00,,Origines (Raï'n'b Fever 3),9383
58c007cf9184900a77a2619a,3,15,Dimitri Tiomkin,'04,,12.883,English,Duel in the Sun - The Alamo: The Essential Film Music Collection,1688
58c007cf9184900a77a2619b,1,007,Power of Dreams,null,Positivity,02:48,,Evil Evol (Positivity),5309
58c007cf9184900a77a2619c,2,9,,00,Immersed,307,English,Dubok - Immersed,145
58c007cf9184900a77a2619d,2,69,,,Suspense Atmo,30,English,Oliver F. Koelling - Psycho & Horror: Vertigo Groove (30 second version),1794
58c007cf9184900a77a2619e,1,009,Kanda Bongo Man,2001,Afrique Dynamique,06:20,,Iyole (Afrique Dynamique),146
58c007cf9184900a77a2619f,3,2,Idir,'02,,4.41,,"A Vava Inouva 2 - Deux rives, un rêve",3976
58c007cf9184900a77a261a0,3,9,English,'78,,,English,(Watch Out for) The Normal People - A Tonic for the Troops,147
58c007cf9184900a77a261a1,3,15,Ratata,'06,,3.617,Swedish,Du finns hos mig - Kollektion,148
58c007cf9184900a77a261a2,3,3,Ralph Sharon Trio,,,2.833,English,September in the Rain - The Ralph Sharon Trio Plays the Harry Warren Songbook,149
58c007cf9184900a77a261a3,2,18,,09,137,190,English,Rick White Album - Its Time Has Come,150
58c007cf9184900a77a261a4,4,B2,Dead Moon,null,Live Evil (1991),3m 52sec,Eng.,0B2-Don't Burn the Fires,5987
58c007cf9184900a77a261a5,3,2,lea Blackhurst,'05,,3.58,English,I Can't Get Started - Autumn in New York: Vernon Duke's Broadway,7690
58c007cf9184900a77a261a6,2,6,,96,Musik für Streichinstrumente (Keller Quartett),209,[Multiple languages],"György Kurtág - Quartetto Per Archi, Op. 1: III. Vivacissimo: lento",151
58c007cf9184900a77a261a7,5,9,Sixpence None the Richer,2004,The Best of Sixpence None the Richer,243960,English,Don't Dream It's Over,152
58c007cf9184900a77a261a8,5,1,BEAT-CRUSADERS,2005,LOVEPOTION #9,168000,English,#9,8867
58c007cf9184900a77a261a9,5,7,Bob Marley & The Wailers,,The,146000,English,Fussin' and Fighting,4748
58c007cf9184900a77a261aa,1,008,Honeyboy Hickling,,Bare Tracks,04:35,,CC Rider (Bare Tracks),153
58c007cf9184900a77a261ab,3,7,Beatles,,,8.27,English,"It's All Too Much (mono) - vEery Little Thing, Volume 2",154
58c007cf9184900a77a261ac,2,8,,97,Angeel Town,228,English,Katy Moffatt - Miss Otis Regrets,9624
58c007cf9184900a77a261ad,3,1,Sukh Knight,'10,,,English,Jewel Thief - Jewel Thief / Flyer Manz,155
58c007cf9184900a77a261ae,2,7,,09,Les N°1 de Michel Sardou,165,French,Michel Sardou - Le Surveillant général,156
58c007cf9184900a77a261af,3,14,Jim Norman/Grafite,,,4.132,English,"Antares - Time Changes, Times Change",4989
58c007cf9184900a77a261b0,4,5,Musa Eroglu,null,Sele Verdim (2003),3m 47sec,Tur.,005-Beni Derde Salan Gelsin,157
58c007cf9184900a77a261b1,1,001,Drudkh,,Blood in Our Wells,02:25,,Nav' Nav' in Ou Wells),5712
58c007cf9184900a77a261b2,3,11,Marita Antsola,'13,,2.181,Finnish,Voit pois jo mennä... - Lauluja,1813
58c007cf9184900a77a261b3,3,6,Virginia Coalition,'08,,4.692,English,Sing Along - Home This Year,8855
58c007cf9184900a77a261b4,5,7,Georges Brassens,1988,J'ai rendez-vous avec vous (intégrale édition 88),175493,French,Saturrne,158
58c007cf9184900a77a261b5,2,21,,87,Oscar-Melodien zum Tanzen,227,English,Max Greger & His Orchestra - Somewhere Over the Rainbow,159
58c007cf9184900a77a261b6,1,003,Andy,1995,Vengo a Decir,05:04,,Vengo a Dicer (Vengo a Decir),2293
58c007cf9184900a77a261b7,4,12,Elliot Goldenthal,null,Batman Forever: Original Motion Picture Score (1995),5m 41sec,Eng.,012-Under th eTop,160
58c007cf9184900a77a261b8,1,002,高田梢枝,2004,渋滞ぬけみちなし,00:00,,ピンぼけ (渋滞ぬけみちなし),161
58c007cf9184900a77a261b9,3,1,Alianza,'97,,,Spanish,Fui un extraño - Alianza,7704
58c007cf9184900a77a261ba,5,E4,Sir William Gilbert & Sir Arthur Sullivan,,Golden Sounds From the Classics,261000,English,"A Wand'ring Minstrel I, From """"The Mikado""""",162
58c007cf9184900a77a261bb,5,11,The Las Resort,1996,"Oi! The Singles Collection, Volume 2",186000,English,Held Hostage,163
58c007cf9184900a77a261bc,3,2,Rodriguinho,'09,,3.917,Portuguese,Tô Com Saudade - Uma História Assim (Ao Vivo),5126
58c007cf9184900a77a261bd,4,6,Nina Simone,null,Nina's Back (unknown),3m 21sec,Eng.,006-Saratoga,6556
58c007cf9184900a77a261be,5,18,Keha,2011,Animal + Cannibal,204000,English,We R Who We R,164
58c007cf9184900a77a261bf,1,004,Ella Fitzgerald,1999,30 by Ella,11:10,,If I Gave My Heart to You / Once in a While / Ebb Tide / The Lamp Is Low / Where Are You / Thinking of You (30 by Ella),1658
58c007cf9184900a77a261c0,2,7,,1,"Concerti e sinfonie per flauto (Noferi, Il Rossignolo - TENERANI)",152,Italian,Domenico Scarlatti - Concerto in FaM a tre flauti e basso - 2. Allegro,165
58c007cf9184900a77a261c1,4,5,Deepspace 5,null,"Unique, Just Like Everyone Else (2005)",4m 19sec,Eng.,005-Mechanical Advantage,9778
58c007cf9184900a77a261c2,1,010,Soulja Flow,2000,My Promise to the Game in My Lifetime,04:26,,In My Lifetime (My Promise to the Game in My Lifetime),166
58c007cf9184900a77a261c3,4,13,Georg Friedrich Handel,null,Serse (Atto Secondo) (2003),0m 11sec,Ita.,"013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",167
58c007cf9184900a77a261c4,1,002,Lost Souls,1994,"History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story",01:57,,"Diamond Head (History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story)",168
58c007cf9184900a77a261c5,5,17,Jaromír Nohavica,2006,PražsTká pálená,310000,Czech,Halelujá,3006
58c007cf9184900a77a261c6,1,014,Agoraphobic Nosebleed,2005,"Bestial Machinery Discography, Volume 1",00:52,,"Gorrendously Mutilated (BBestial Machinery Discography, Volume 1)",169
58c007cf9184900a77a261c7,4,5,Johann Sebastian Bach,null,"Edition Bachakademie, Volume 2: Cantatas BWV 4-6 (Bach-Collegium Stuttgart feat. conductor: Hellmuth Rilling) (unknown)",2m 37sec,Ger.,"005-Kantate, BWV 4 """"Christ lag in Todesbanden"""": V. Coro Versus IV """"Es war ein wunderlicher Krieg""""",7921
58c007cf9184900a77a261c8,4,7,The Loungs,null,Big Wow (unknown),unknown,Eng.,007-Yer Blooze,170
58c007cf9184900a77a261c9,4,18,The Nashville Teens,null,Best of the Nashville Teens 1964-1969 (1993),unknown,Eg.,018-Little Bird,9029
58c007cf9184900a77a261ca,1,007,Hablando en Plata Squad,2009,Libertad / Hambre / Historia,03:06,unknown,Ya están aquí (Libertad / Hambre / Historia),171
58c007cf9184900a77a261cb,5,7,Crystal Gayle,1993,Best of Crystal Gayle,238933,English,One More Time (Karneval),3848
58c007cf9184900a77a261cc,4,8,Mohair,null,Small Talk (unknown),4m 12sec,Enng.,008-L.A. Song,6523
58c007cf9184900a77a261cd,4,1,Kutt Calhoun feat. Krizz Kaliko,null,Black Gold (2013),3m 51sec,nEg.,001-Self Preservation,9981
58c007cf9184900a77a261ce,4,4,Amber und Gefahrten,null,Bardensang (unknown),3m 33sec,Ge.r,004-Schwarze Lande,7478
58c007cf9184900a77a261cf,3,17,Zion y Lennox,'04,,2.817,'04,Perdóname - Motivando a la yal,172
58c007cf9184900a77a261d0,3,5,Conal Fowkes,'11,,2.965,[Multiple languages],Let's Do It (Let's Fall in Love) - Midnight in Paris: Music From the Motion Picture,173
58c007cf9184900a77a261d1,5,3,Falling Mirror Mirror,1089,Zen Boulders,,English,Makin' Out With Granny,3229
58c007cf9184900a77a261d2,3,56,幡谷尚史,'10,,0.167,English,FUU... (GAME OVER) - MEGA DRIVE LAST ACTION HEROES,719
58c007cf9184900a77a261d3,1,019,Phono-Comb & Jad Fair,1996,"Monsters, Lullabies ... and the Occasional Flying Saucer",00:01,,"[silence] (Monsters, Lullabies ... and the Occasional Flying Saucer)",1034
58c007cf9184900a77a261d4,2,5,,01,Pakko Matkustaa,282,Finnish,Eurooppa 3 - Oppia rakastamaan,174
58c007cf9184900a77a261d5,3,9,Projekt Aaskereia,,,6.97,German,Geltendes Recht - Projekt Aaskereia,175
58c007cf9184900a77a261d6,4,2,RogeGr Manning,null,Roger Manning (unknown),3m 43sec,Eng.,002-The Driving Blues,3554
58c007cf9184900a77a261d7,2,13,,06,"Music for a Harder Generation, Volume 4",392,English,"Chris Liberator, KN, DJ Cunt, DJ Cydeboard & DJ 2003 - Classic Silvermin",3136
58c007cf9184900a77a261d8,1,016,XL Dog,,Dancemania BASS #6,02:25,,Billie Jean (Dancemania BASS #6),4344
58c007cf9184900a77a261d9,3,8,K Dub Shine,'04,,,Japanese,"(feat. (feat. DJ OASIS, 童子-T) - 理由",1661
58c007cf9184900a77a261da,5,6,Látex,2005,Recuérdame,,Spanish,Life es corta,176
58c007cf9184900a77a261db,3,10,Wolfgang Amadeus Mozart,'00,,3.568,English,"Requiem in D minor, K. 626 (Levin completion): IVa. Offertorium: """"Domine Jesu"""" - Requiem & Kyrie D-Moll (Gächinger Kantorei Stuttgart, Bach-Collegium Stuttgart feat. conductor: Helmuth Rilling)",9366
58c007cf9184900a77a261dc,1,013,Glen Campbell,,His Greatest Hits,02:51,,Sunflower (His Greatest Hits),177
58c007cf9184900a77a261dd,2,3,,,2,253,English,The Bensons - The Amazing Adventures of Monkey Roodle Ray,8751
58c007cf9184900a77a261de,4,2,Jimmy Johnson,null,Peppers Hangout (unknown),5m 24sec,Eng.,002-Married Woman Blues,3815
58c007cf9184900a77a261df,3,10,Paolo Fresu Quintet,,,3.959,,Paolo Fresu / Tutto E Il Contrario Di Tutto - Mélos,9656
58c007cf9184900a77a261e0,1,001,Faces,2012,Stay With Me: Faces Anthology,00:00,,Ooh La La (Stay With Me: Faces Anthology),178
58c007cf9184900a77a261e1,4,14,Kerstin Gier,null,014-Kapitel 35,5m 35sec,Ger.,"Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5261
58c007cf9184900a77a261e2,3,1,Altar K,'07,,5.65,jFrench,Il Dorment - frannce,179
58c007cf9184900a77a261e3,1,001,Nina Simone,1997,Ultimate Nina Simone,02:52,,Images (Ultimate Nina Simone),180
58c007cf9184900a77a261e4,2,13,,08,Paris romantique,76,French,Georges Brassens - Le Vent,181
58c007cf9184900a77a261e5,2,2,,10,Sielussani hiljaisuus,253,Finnish,Mikko Siltala & Pasi Vainionperä - Sielussani hiljaisuus,8250
58c007cf9184900a77a261e6,4,4,Timothy James Meaney,null,Looking for Lives (1992),4m 31sec,Eng.,004-Looking for Lives,182
58c007cf9184900a77a261e7,3,A3,Jean-Jcques Perrey,'70,,2.65,English,The Rose and the Cross - Moog Indigo,6662
58c007cf9184900a77a261e8,2,3,unknown,,200_Original_Jukebox_Hits,103,English,The_Paris_Sisters_-_I_Love_How_You_Love_Me,183
58c007cf9184900a77a261e9,1,004,Antonín Dvořák,,Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra),11:55,,Symphonie No. 9: IV. Allegro con fuoco (Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra)),184
58c007cf9184900a77a261ea,4,1,Joseph . Natus,null,Why Did They Sell Killarney? (1900),unknown,Eng.,001-Why Did They Sell Killarney?,655
58c007cf9184900a77a261eb,2,10,,87,1987-11-23: HamburgRadio,277,English,The Triffids - Jerdacuttup Man,9217
58c007cf9184900a77a261ec,3,5,Sarah Vaughan,'99,,2.531,English,'s Wonderful - Great Ladies and Gents of Jazz,185
58c007cf9184900a77a261ed,4,4,Skorbut,null,Access All Areas (2005),3m 39sec,Eng.,004-Toxic Jesus,186
58c007cf9184900a77a261ee,5,2,Raygun Ballet,2013,Big California,227000,English,Legacy in Glass,187
58c007cf9184900a77a261ef,3,7,Kenny Rogers,'81,,4.233,English,So in Love With You - Share Your Love,6060
58c007cf9184900a77a261f0,5,51,Jim Rattigan,,The Harp Album,9000,English,Harp Glissando (h),188
58c007cf9184900a77a261f1,3,66,Lisle Moore,,,0.133,English,Brass Flutter Wop - Production Tools 1,189
58c007cf9184900a77a261f2,5,1,Sammy Fain,2001,Walt Disney's Alice in Wonderland,153000,English,Main Title (Alice in Wonderland),2941
58c007cf9184900a77a261f3,2,2,,11,Beat Cunnilingüistas,null,Spanish,Mikelote & Pipa -- Gusanos,190
58c007cf9184900a77a261f4,4,1 1,U2,null,"1993-07-27: Gentofte Stadion, Coxpenhagen, Denmark (unknown)",4m 14sec,Eng.,011-Angel of Harlem,1923
58c007cf9184900a77a261f5,1,013,Sakari Kukko,2003,Joulu,05:21,,Mökit nukkuu lumiset (Joulu),191
58c007cf9184900a77a261f6,3,12,Black Dyke Band,'94,,5.17,English,Angels Guard Thee - The Essential Dyke,9091
58c007cf9184900a77a261f7,5,8,Jesus Raves,2011,Jigoku,390000,English,Super Bolid,8147
58c007cf9184900a77a261f8,4,1,Hypoetical,null,Pendulum (2010),3m 48sec,Eng.,001-Nineteen Ninety Seven,192
58c007cf9184900a77a261f9,2,53,,,Devils,5,null,Pimpadelic - 5 sec silence,193
58c007cf9184900a77a261fa,2,1,,91,Παραμύθια,179,Greek,Σωκράτης Μάλαμας - Μιά βόλτα στα βαθιά,194
58c007cf9184900a77a261fb,4,3,Reckless Kelly,null,Millican (unknown),2m 54sec,Eng.,003-It's All Over,195
58c007cf9184900a77a261fc,2,24,,,"Italian Popular Songs, Volume 1",175,Itlaian,Ernesto Tagliaferri - Mandulinata a Napoli,196
58c007cf9184900a77a261fd,2,31,,03,One Hit Wonders,184,English,Brian Protheroe - Pinball,7261
58c007cf9184900a77a261fe,5,10,Christian Hölbling,2003,Helfried kommt!,108000,German,Alkohol,197
58c007cf9184900a77a261ff,2,19,,99,Best of 1990 - 2000: Das Jahrzehnt,287,English,Vangelis - Conquest of Paradise,6747
58c007cf9184900a77a26200,2,19,,02,Club System Gold Edition,140,English,Genlog - Mock Moon (Erik Vee remix),198
58c007cf9184900a77a26201,1,004,Jason Manns,,Jason Manns,03:10,,Perfect Spot (Jason Manns),199
58c007cf9184900a77a26202,4,6,Tracy Chapman,null,Live Performances: 1988-2000 (disc 2) (unknown),2m 24sec,Eng.,006-Woman's Work,200
